Scotland,p2011
S00100280,67
S00100281,101
S00100282,82
S00100283,114
S00100284,140
S00100285,51
S00100286,76
S00100287,64
S00100288,115
S00100289,97
S00100290,61
S00100291,73
S00100292,82
S00100293,67
S00100294,56
S00100295,176
S00100296,207
S00100297,169
S00100298,140
S00100299,78
S00100300,206
S00100301,151
S00100302,84
S00100303,126
S00100304,178
S00100305,106
S00100306,147
S00100307,131
S00100308,142
S00100309,102
S00100310,111
S00100311,120
S00100312,114
S00100313,156
S00100314,136
S00100315,178
S00100316,107
S00100317,63
S00100318,109
S00100319,108
S00100320,96
S00100321,137
S00100322,157
S00100323,107
S00100324,179
S00100325,116
S00100326,121
S00100327,94
S00100328,103
S00100329,106
S00100330,84
S00100331,119
S00100332,125
S00100333,99
S00100334,165
S00100335,84
S00100336,131
S00100337,62
S00100338,69
S00100339,77
S00100340,114
S00100341,91
S00100342,145
S00100343,97
S00100344,119
S00100345,105
S00100346,113
S00100347,131
S00100348,97
S00100349,115
S00100350,53
S00100351,112
S00100352,99
S00100353,111
S00100354,84
S00100355,103
S00100356,88
S00100357,96
S00100358,145
S00100359,98
S00100360,133
S00100361,74
S00100362,56
S00100363,61
S00100364,80
S00100365,87
S00100366,115
S00100367,94
S00100368,91
S00100369,121
S00100370,106
S00100371,102
S00100372,79
S00100373,94
S00100374,147
S00100375,129
S00100376,101
S00100377,129
S00100378,99
S00100379,100
S00100380,86
S00100381,128
S00100382,124
S00100383,149
S00100384,117
S00100385,144
S00100386,99
S00100387,104
S00100388,117
S00100389,91
S00100390,100
S00100391,129
S00100392,89
S00100393,88
S00100394,135
S00100395,53
S00100396,138
S00100397,65
S00100398,178
S00100399,100
S00100400,142
S00100401,161
S00100402,122
S00100403,111
S00100404,109
S00100405,132
S00100406,121
S00100407,77
S00100408,75
S00100409,195
S00100410,143
S00100411,98
S00100412,108
S00100413,93
S00100414,142
S00100415,123
S00100416,111
S00100417,134
S00100418,191
S00100419,120
S00100420,50
S00100421,141
S00100422,149
S00100423,92
S00100424,63
S00100425,117
S00100426,84
S00100427,121
S00100428,130
S00100429,95
S00100430,59
S00100431,136
S00100432,112
S00100433,55
S00100434,66
S00100435,117
S00100436,66
S00100437,132
S00100438,95
S00100439,87
S00100440,153
S00100441,156
S00100442,131
S00100443,89
S00100444,131
S00100445,101
S00100446,91
S00100447,79
S00100448,116
S00100449,77
S00100450,152
S00100451,84
S00100452,60
S00100453,94
S00100454,76
S00100455,115
S00100456,155
S00100457,91
S00100458,122
S00100459,97
S00100460,126
S00100461,75
S00100462,135
S00100463,137
S00100464,72
S00100465,90
S00100466,104
S00100467,110
S00100468,78
S00100469,126
S00100470,139
S00100471,112
S00100472,67
S00100473,55
S00100474,108
S00100475,135
S00100476,94
S00100477,105
S00100478,142
S00100479,194
S00100480,97
S00100481,161
S00100482,106
S00100483,183
S00100484,149
S00100485,80
S00100486,110
S00100487,95
S00100488,100
S00100489,98
S00100490,79
S00100491,75
S00100492,103
S00100493,100
S00100494,82
S00100495,87
S00100496,89
S00100497,174
S00100498,98
S00100499,90
S00100500,105
S00100501,73
S00100502,119
S00100503,68
S00100504,72
S00100505,62
S00100506,143
S00100507,90
S00100508,103
S00100509,68
S00100510,90
S00100511,94
S00100512,94
S00100513,69
S00100514,106
S00100515,83
S00100516,108
S00100517,113
S00100518,179
S00100519,177
S00100520,89
S00100521,84
S00100522,154
S00100523,83
S00100524,110
S00100525,146
S00100526,149
S00100527,101
S00100528,119
S00100529,122
S00100530,69
S00100531,77
S00100532,111
S00100533,78
S00100534,114
S00100535,145
S00100536,94
S00100537,125
S00100538,164
S00100539,113
S00100540,73
S00100541,98
S00100542,134
S00100543,95
S00100544,86
S00100545,155
S00100546,201
S00100547,152
S00100548,54
S00100549,67
S00100550,170
S00100551,149
S00100552,171
S00100553,91
S00100554,55
S00100555,154
S00100556,67
S00100557,163
S00100558,115
S00100559,60
S00100560,67
S00100561,64
S00100562,147
S00100563,66
S00100564,128
S00100565,142
S00100566,126
S00100567,100
S00100568,87
S00100569,119
S00100570,107
S00100571,111
S00100572,94
S00100573,107
S00100574,82
S00100575,132
S00100576,126
S00100577,115
S00100578,156
S00100579,195
S00100580,129
S00100581,114
S00100582,167
S00100583,104
S00100584,157
S00100585,152
S00100586,107
S00100587,118
S00100588,129
S00100589,119
S00100590,106
S00100591,102
S00100592,96
S00100593,119
S00100594,114
S00100595,120
S00100596,84
S00100597,89
S00100598,98
S00100599,112
S00100600,128
S00100601,119
S00100602,69
S00100603,94
S00100604,84
S00100605,72
S00100606,96
S00100607,97
S00100608,71
S00100609,95
S00100610,158
S00100611,144
S00100612,92
S00100613,72
S00100614,86
S00100615,82
S00100616,98
S00100617,143
S00100618,89
S00100619,92
S00100620,166
S00100621,134
S00100622,144
S00100623,193
S00100624,169
S00100625,126
S00100626,83
S00100627,108
S00100628,99
S00100629,88
S00100630,83
S00100631,133
S00100632,87
S00100633,132
S00100634,136
S00100635,124
S00100636,190
S00100637,119
S00100638,155
S00100639,94
S00100640,110
S00100641,74
S00100642,65
S00100643,127
S00100644,82
S00100645,124
S00100646,147
S00100647,179
S00100648,144
S00100649,106
S00100650,126
S00100651,164
S00100652,118
S00100653,122
S00100654,110
S00100655,137
S00100656,189
S00100657,111
S00100658,101
S00100659,118
S00100660,123
S00100661,81
S00100662,61
S00100663,122
S00100664,181
S00100665,100
S00100666,122
S00100667,100
S00100668,93
S00100669,209
S00100670,59
S00100671,109
S00100672,78
S00100673,92
S00100674,78
S00100675,64
S00100676,67
S00100677,113
S00100678,97
S00100679,129
S00100680,145
S00100681,170
S00100682,112
S00100683,67
S00100684,99
S00100685,119
S00100686,73
S00100687,98
S00100688,143
S00100689,84
S00100690,107
S00100691,62
S00100692,54
S00100693,115
S00100694,80
S00100695,113
S00100696,63
S00100697,51
S00100698,51
S00100699,93
S00100700,129
S00100701,69
S00100702,113
S00100703,114
S00100704,74
S00100705,59
S00100706,102
S00100707,110
S00100708,51
S00100709,99
S00100710,145
S00100711,85
S00100712,51
S00100713,97
S00100714,74
S00100715,76
S00100716,67
S00100717,95
S00100718,91
S00100719,128
S00100720,64
S00100721,126
S00100722,188
S00100723,93
S00100724,50
S00100725,53
S00100726,81
S00100727,116
S00100728,76
S00100729,118
S00100730,85
S00100731,165
S00100732,122
S00100733,71
S00100734,51
S00100735,51
S00100736,109
S00100737,87
S00100738,101
S00100739,147
S00100740,98
S00100741,60
S00100742,55
S00100743,687
S00100744,124
S00100745,129
S00100746,133
S00100747,168
S00100748,136
S00100749,82
S00100750,146
S00100751,177
S00100752,59
S00100753,92
S00100754,123
S00100755,68
S00100756,53
S00100757,126
S00100758,98
S00100759,93
S00100760,86
S00100761,129
S00100762,82
S00100763,59
S00100764,58
S00100765,58
S00100766,104
S00100767,114
S00100768,63
S00100769,199
S00100770,65
S00100771,132
S00100772,142
S00100773,135
S00100774,64
S00100775,127
S00100776,153
S00100777,91
S00100778,132
S00100779,189
S00100780,173
S00100781,55
S00100782,154
S00100783,105
S00100784,85
S00100785,69
S00100786,101
S00100787,125
S00100788,54
S00100789,104
S00100790,76
S00100791,89
S00100792,88
S00100793,113
S00100794,93
S00100795,68
S00100796,67
S00100797,104
S00100798,104
S00100799,94
S00100800,165
S00100801,130
S00100802,128
S00100803,105
S00100804,91
S00100805,123
S00100806,104
S00100807,58
S00100808,118
S00100809,145
S00100810,205
S00100811,152
S00100812,90
S00100813,144
S00100814,135
S00100815,170
S00100816,113
S00100817,262
S00100818,202
S00100819,133
S00100820,138
S00100821,130
S00100822,92
S00100823,193
S00100824,122
S00100825,98
S00100826,87
S00100827,140
S00100828,110
S00100829,138
S00100830,111
S00100831,110
S00100832,79
S00100833,165
S00100834,135
S00100835,88
S00100836,194
S00100837,100
S00100838,122
S00100839,191
S00100840,126
S00100841,110
S00100842,147
S00100843,106
S00100844,129
S00100845,104
S00100846,72
S00100847,144
S00100848,69
S00100849,123
S00100850,219
S00100851,177
S00100852,162
S00100853,121
S00100854,85
S00100855,98
S00100856,99
S00100857,149
S00100858,124
S00100859,75
S00100860,57
S00100861,163
S00100862,104
S00100863,72
S00100864,79
S00100865,118
S00100866,240
S00100867,139
S00100868,150
S00100869,133
S00100870,222
S00100871,184
S00100872,188
S00100873,78
S00100874,89
S00100875,173
S00100876,128
S00100877,180
S00100878,89
S00100879,164
S00100880,161
S00100881,99
S00100882,81
S00100883,166
S00100884,81
S00100885,72
S00100886,74
S00100887,159
S00100888,114
S00100889,126
S00100890,111
S00100891,123
S00100892,131
S00100893,104
S00100894,104
S00100895,148
S00100896,127
S00100897,97
S00100898,130
S00100899,116
S00100900,120
S00100901,95
S00100902,117
S00100903,213
S00100904,155
S00100905,142
S00100906,160
S00100907,103
S00100908,63
S00100909,140
S00100910,97
S00100911,110
S00100912,125
S00100913,138
S00100914,100
S00100915,76
S00100916,108
S00100917,158
S00100918,100
S00100919,112
S00100920,162
S00100921,151
S00100922,134
S00100923,93
S00100924,127
S00100925,58
S00100926,138
S00100927,110
S00100928,124
S00100929,78
S00100930,141
S00100931,132
S00100932,107
S00100933,149
S00100934,88
S00100935,131
S00100936,124
S00100937,155
S00100938,176
S00100939,119
S00100940,99
S00100941,137
S00100942,139
S00100943,141
S00100944,105
S00100945,112
S00100946,184
S00100947,120
S00100948,124
S00100949,122
S00100950,111
S00100951,127
S00100952,87
S00100953,175
S00100954,120
S00100955,111
S00100956,113
S00100957,109
S00100958,150
S00100959,202
S00100960,153
S00100961,125
S00100962,56
S00100963,70
S00100964,130
S00100965,67
S00100966,61
S00100967,90
S00100968,106
S00100969,86
S00100970,99
S00100971,100
S00100972,155
S00100973,103
S00100974,161
S00100975,133
S00100976,97
S00100977,82
S00100978,137
S00100979,71
S00100980,102
S00100981,77
S00100982,85
S00100983,129
S00100984,177
S00100985,156
S00100986,145
S00100987,136
S00100988,101
S00100989,104
S00100990,119
S00100991,114
S00100992,135
S00100993,188
S00100994,169
S00100995,55
S00100996,85
S00100997,160
S00100998,65
S00100999,141
S00101000,99
S00101001,123
S00101002,125
S00101003,123
S00101004,132
S00101005,123
S00101006,172
S00101007,122
S00101008,114
S00101009,108
S00101010,146
S00101011,100
S00101012,125
S00101013,142
S00101014,93
S00101015,94
S00101016,125
S00101017,120
S00101018,106
S00101019,100
S00101020,127
S00101021,82
S00101022,165
S00101023,170
S00101024,169
S00101025,141
S00101026,107
S00101027,172
S00101028,55
S00101029,91
S00101030,141
S00101031,119
S00101032,120
S00101033,212
S00101034,164
S00101035,139
S00101036,131
S00101037,182
S00101038,165
S00101039,145
S00101040,147
S00101041,73
S00101042,166
S00101043,128
S00101044,93
S00101045,103
S00101046,124
S00101047,103
S00101048,117
S00101049,95
S00101050,100
S00101051,103
S00101052,139
S00101053,108
S00101054,131
S00101055,115
S00101056,146
S00101057,167
S00101058,177
S00101059,128
S00101060,130
S00101061,169
S00101062,159
S00101063,162
S00101064,164
S00101065,74
S00101066,178
S00101067,98
S00101068,102
S00101069,60
S00101070,166
S00101071,96
S00101072,73
S00101073,68
S00101074,141
S00101075,110
S00101076,134
S00101077,152
S00101078,96
S00101079,133
S00101080,175
S00101081,72
S00101082,124
S00101083,103
S00101084,96
S00101085,137
S00101086,92
S00101087,118
S00101088,144
S00101089,102
S00101090,104
S00101091,110
S00101092,99
S00101093,79
S00101094,117
S00101095,100
S00101096,155
S00101097,112
S00101098,227
S00101099,260
S00101100,98
S00101101,177
S00101102,133
S00101103,168
S00101104,160
S00101105,183
S00101106,163
S00101107,186
S00101108,156
S00101109,108
S00101110,216
S00101111,137
S00101112,144
S00101113,94
S00101114,113
S00101115,137
S00101116,154
S00101117,106
S00101118,134
S00101119,111
S00101120,101
S00101121,156
S00101122,105
S00101123,103
S00101124,127
S00101125,106
S00101126,131
S00101127,140
S00101128,91
S00101129,120
S00101130,124
S00101131,96
S00101132,134
S00101133,117
S00101134,108
S00101135,135
S00101136,138
S00101137,149
S00101138,220
S00101139,115
S00101140,123
S00101141,204
S00101142,194
S00101143,130
S00101144,122
S00101145,153
S00101146,125
S00101147,181
S00101148,167
S00101149,194
S00101150,153
S00101151,179
S00101152,174
S00101153,151
S00101154,134
S00101155,112
S00101156,174
S00101157,157
S00101158,167
S00101159,173
S00101160,96
S00101161,126
S00101162,161
S00101163,146
S00101164,111
S00101165,125
S00101166,144
S00101167,119
S00101168,127
S00101169,125
S00101170,78
S00101171,82
S00101172,140
S00101173,107
S00101174,179
S00101175,147
S00101176,59
S00101177,124
S00101178,117
S00101179,128
S00101180,107
S00101181,101
S00101182,125
S00101183,134
S00101184,207
S00101185,178
S00101186,122
S00101187,134
S00101188,100
S00101189,127
S00101190,108
S00101191,99
S00101192,127
S00101193,80
S00101194,56
S00101195,100
S00101196,126
S00101197,130
S00101198,112
S00101199,145
S00101200,91
S00101201,101
S00101202,118
S00101203,136
S00101204,199
S00101205,125
S00101206,112
S00101207,107
S00101208,133
S00101209,124
S00101210,167
S00101211,168
S00101212,144
S00101213,148
S00101214,157
S00101215,139
S00101216,137
S00101217,94
S00101218,106
S00101219,166
S00101220,96
S00101221,153
S00101222,129
S00101223,118
S00101224,69
S00101225,124
S00101226,142
S00101227,133
S00101228,66
S00101229,81
S00101230,114
S00101231,181
S00101232,114
S00101233,104
S00101234,131
S00101235,84
S00101236,138
S00101237,87
S00101238,85
S00101239,87
S00101240,79
S00101241,149
S00101242,93
S00101243,137
S00101244,92
S00101245,99
S00101246,63
S00101247,98
S00101248,127
S00101249,57
S00101250,138
S00101251,139
S00101252,168
S00101253,127
S00101254,144
S00101255,120
S00101256,167
S00101257,147
S00101258,91
S00101259,131
S00101260,109
S00101261,112
S00101262,124
S00101263,123
S00101264,124
S00101265,121
S00101266,120
S00101267,116
S00101268,75
S00101269,132
S00101270,179
S00101271,93
S00101272,139
S00101273,113
S00101274,140
S00101275,162
S00101276,68
S00101277,163
S00101278,169
S00101279,170
S00101280,130
S00101281,145
S00101282,85
S00101283,60
S00101284,146
S00101285,104
S00101286,131
S00101287,160
S00101288,95
S00101289,101
S00101290,119
S00101291,147
S00101292,126
S00101293,104
S00101294,75
S00101295,101
S00101296,154
S00101297,85
S00101298,131
S00101299,119
S00101300,94
S00101301,115
S00101302,93
S00101303,79
S00101304,96
S00101305,160
S00101306,158
S00101307,115
S00101308,101
S00101309,83
S00101310,153
S00101311,106
S00101312,128
S00101313,157
S00101314,114
S00101315,130
S00101316,156
S00101317,85
S00101318,103
S00101319,154
S00101320,101
S00101321,85
S00101322,106
S00101323,97
S00101324,92
S00101325,55
S00101326,144
S00101327,103
S00101328,87
S00101329,113
S00101330,110
S00101331,101
S00101332,139
S00101333,84
S00101334,73
S00101335,127
S00101336,106
S00101337,109
S00101338,98
S00101339,51
S00101340,78
S00101341,135
S00101342,122
S00101343,81
S00101344,118
S00101345,142
S00101346,113
S00101347,148
S00101348,98
S00101349,109
S00101350,146
S00101351,85
S00101352,80
S00101353,143
S00101354,168
S00101355,81
S00101356,94
S00101357,78
S00101358,97
S00101359,85
S00101360,97
S00101361,129
S00101362,84
S00101363,111
S00101364,73
S00101365,135
S00101366,60
S00101367,125
S00101368,110
S00101369,106
S00101370,193
S00101371,87
S00101372,72
S00101373,92
S00101374,101
S00101375,114
S00101376,55
S00101377,61
S00101378,117
S00101379,128
S00101380,78
S00101381,128
S00101382,105
S00101383,83
S00101384,108
S00101385,106
S00101386,94
S00101387,65
S00101388,89
S00101389,88
S00101390,140
S00101391,79
S00101392,140
S00101393,67
S00101394,131
S00101395,164
S00101396,129
S00101397,89
S00101398,131
S00101399,206
S00101400,143
S00101401,153
S00101402,175
S00101403,151
S00101404,172
S00101405,111
S00101406,67
S00101407,98
S00101408,109
S00101409,124
S00101410,131
S00101411,143
S00101412,209
S00101413,204
S00101414,127
S00101415,174
S00101416,198
S00101417,145
S00101418,138
S00101419,146
S00101420,137
S00101421,103
S00101422,124
S00101423,104
S00101424,97
S00101425,73
S00101426,91
S00101427,154
S00101428,182
S00101429,199
S00101430,105
S00101431,172
S00101432,124
S00101433,131
S00101434,111
S00101435,136
S00101436,140
S00101437,118
S00101438,161
S00101439,63
S00101440,100
S00101441,119
S00101442,111
S00101443,129
S00101444,111
S00101445,98
S00101446,147
S00101447,118
S00101448,96
S00101449,136
S00101450,72
S00101451,159
S00101452,181
S00101453,119
S00101454,189
S00101455,209
S00101456,185
S00101457,112
S00101458,155
S00101459,115
S00101460,190
S00101461,173
S00101462,152
S00101463,193
S00101464,55
S00101465,172
S00101466,169
S00101467,163
S00101468,109
S00101469,50
S00101470,166
S00101471,94
S00101472,149
S00101473,165
S00101474,142
S00101475,115
S00101476,168
S00101477,122
S00101478,169
S00101479,123
S00101480,143
S00101481,120
S00101482,179
S00101483,161
S00101484,75
S00101485,163
S00101486,165
S00101487,149
S00101488,134
S00101489,144
S00101490,102
S00101491,161
S00101492,129
S00101493,84
S00101494,105
S00101495,93
S00101496,133
S00101497,131
S00101498,131
S00101499,128
S00101500,106
S00101501,110
S00101502,129
S00101503,77
S00101504,64
S00101505,73
S00101506,203
S00101507,173
S00101508,84
S00101509,113
S00101510,90
S00101511,319
S00101512,125
S00101513,147
S00101514,143
S00101515,69
S00101516,130
S00101517,162
S00101518,107
S00101519,113
S00101520,70
S00101521,141
S00101522,123
S00101523,94
S00101524,96
S00101525,98
S00101526,109
S00101527,166
S00101528,66
S00101529,139
S00101530,142
S00101531,101
S00101532,174
S00101533,181
S00101534,228
S00101535,119
S00101536,114
S00101537,135
S00101538,82
S00101539,120
S00101540,123
S00101541,116
S00101542,171
S00101543,72
S00101544,62
S00101545,191
S00101546,166
S00101547,140
S00101548,77
S00101549,145
S00101550,126
S00101551,191
S00101552,142
S00101553,104
S00101554,56
S00101555,122
S00101556,81
S00101557,108
S00101558,116
S00101559,153
S00101560,64
S00101561,81
S00101562,133
S00101563,62
S00101564,72
S00101565,125
S00101566,201
S00101567,107
S00101568,89
S00101569,60
S00101570,109
S00101571,92
S00101572,71
S00101573,81
S00101574,50
S00101575,83
S00101576,68
S00101577,146
S00101578,127
S00101579,116
S00101580,190
S00101581,70
S00101582,97
S00101583,103
S00101584,123
S00101585,76
S00101586,109
S00101587,127
S00101588,97
